0,0,1.32512188,1.45747566,8.95166588,0.154112488,0.146637976,0.97709465
0.015596541,0,1.32512188,1.45747566,8.95166588,0.153862268,0.146421835,0.977166653
0.015596541,1,1.32512188,1.45747566,8.95166588,0.149863899,0.174354702,0.97308445
0.0316276,0,1.32512188,1.45747566,8.95166588,0.153763801,0.146299019,0.977200925
0.0316276,1,1.32512188,1.45747566,8.95166588,0.148687214,0.174766883,0.973200381
0.046941859,0,1.32512188,1.45747566,8.95166588,0.153672189,0.146170616,0.97723496
0.046941859,1,1.32512188,1.45747566,8.95166588,0.147729695,0.175053775,0.97330296
0.06245136,0,1.32512188,1.45747566,8.95166588,0.153576061,0.1460471,0.977268934
0.06245136,1,1.32512188,1.45747566,8.95166588,0.146917939,0.175251767,0.973397613
0.078773235,0,1.32512188,1.45747566,8.95166588,0.153414279,0.14602527,0.977298021
0.078773235,1,1.32512188,1.45747566,8.95166588,0.145562589,0.175405681,0.973579586
0.093897029,0,1.32512188,1.45747566,8.95166588,0.153105676,0.146113962,0.977333248
0.093897029,1,1.32512188,1.45747566,8.95166588,0.144638643,0.175501958,0.973705947
0.109449197,0,1.32512188,1.45747566,8.95166588,0.152618021,0.146407872,0.977364838
0.109449197,1,1.32512188,1.45747566,8.95166588,0.144125238,0.175393775,0.973806858
0.125080555,0,1.32512188,1.45747566,8.95166588,0.151981622,0.146935239,0.977383137
0.125080555,1,1.32512188,1.45747566,8.95166588,0.143461838,0.175363809,0.973915219
0.141112296,0,1.32512188,1.45747566,8.95166588,0.144164056,0.158007681,0.976702034
0.141112296,1,1.32512188,1.45747566,8.95166588,0.143168166,0.175377801,0.973959804
0.156177381,0,1.32512188,1.45747566,8.95166588,0.14046815,0.163557827,0.976310074
0.156177381,1,1.32512188,1.45747566,8.95166588,0.142856255,0.175371155,0.974010587
0.172025827,0,1.32512188,1.45747566,8.95166588,0.137741476,0.168109804,0.975923598
0.172025827,1,1.32512188,1.45747566,8.95166588,0.141709223,0.174798489,0.974283576
0.187582091,0,1.32512188,1.45747566,8.95166588,0.135550395,0.171637863,0.975622416
0.187582091,1,1.32512188,1.45747566,8.95166588,0.140475199,0.174262732,0.974560201
0.203435315,0,1.32512188,1.45747566,8.95166588,0.133829474,0.174603477,0.975342572
0.203435315,1,1.32512188,1.45747566,8.95166588,0.139472857,0.173826128,0.974784732
0.218775173,0,1.32512188,1.45747566,8.95166588,0.132452264,0.177028105,0.975103557
0.218775173,1,1.32512188,1.45747566,8.95166588,0.138575494,0.173499256,0.974973679
0.234476163,0,1.32512188,1.45747566,8.95166588,0.131215379,0.179297686,0.974865198
0.234476163,1,1.32512188,1.45747566,8.95166588,0.137793794,0.173207819,0.975139022
0.250231083,0,1.32512188,1.45747566,8.95166588,0.130260378,0.181110978,0.974667609
0.250231083,1,1.32512188,1.45747566,8.95166588,0.137140602,0.172966689,0.975276649
0.266031059,0,1.32512188,1.45747566,8.95166588,0.129501909,0.182509661,0.974517047
0.266031059,1,1.32512188,1.45747566,8.95166588,0.136568516,0.17277351,0.975393772
0.281441232,0,1.32512188,1.45747566,8.95166588,0.128884822,0.183695853,0.974384427
0.281441232,1,1.32512188,1.45747566,8.95166588,0.13606143,0.172588721,0.975499868
0.296968141,0,1.32512188,1.45747566,8.95166588,0.128323987,0.184821203,0.974253237
0.296968141,1,1.32512188,1.45747566,8.95166588,0.135622203,0.172427982,0.975591779
